,member_name,member_id,member_party,member_json
291,Wendy Morton,4358,Conservative,"{'value': {'id': 4358, 'nameListAs': 'Morton, Wendy', 'nameDisplayAs': 'Wendy Morton', 'nameFullTitle': 'Rt Hon Wendy Morton MP', 'nameAddressAs': 'Wendy Morton', 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Aldridge-Brownhills', 'membershipFromId': 3290, 'house': 1, 'membershipStartDate': '2015-05-07T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4358/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4358', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4358', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4358/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4358/Contact', 'method': 'GET'}]}"
292,Stephen Kinnock,4359,Labour,"{'value': {'id': 4359, 'nameListAs': 'Kinnock, Stephen', 'nameDisplayAs': 'Stephen Kinnock', 'nameFullTitle': 'Stephen Kinnock MP', 'nameAddressAs': 'Stephen Kinnock', 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Aberavon', 'membershipFromId': 3287, 'house': 1, 'membershipStartDate': '2015-05-07T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4359/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4359', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4359', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4359/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4359/Contact', 'method': 'GET'}]}"
293,Gavin Robinson,4360,Democratic Unionist Party,"{'value': {'id': 4360, 'nameListAs': 'Robinson, Gavin', 'nameDisplayAs': 'Gavin Robinson', 'nameFullTitle': 'Gavin Robinson MP', 'nameAddressAs': 'Gavin Robinson', 'latestParty': {'id': 7, 'name': 'Democratic Unionist Party', 'abbreviation': 'DUP', 'backgroundColour': '000080', 'foregroundColour': 'FFFFFF', 'isLordsMainParty': False, 'isLordsSpiritualParty': True, 'governmentType': None, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Belfast East', 'membershipFromId': 3314, 'house': 1, 'membershipStartDate': '2015-05-07T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4360/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4360', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4360', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4360/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4360/Contact', 'method': 'GET'}]}"
294,Matt Warman,4361,Conservative,"{'value': {'id': 4361, 'nameListAs': 'Warman, Matt', 'nameDisplayAs': 'Matt Warman', 'nameFullTitle': 'Matt Warman MP', 'nameAddressAs': 'Matt Warman', 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Boston and Skegness', 'membershipFromId': 3348, 'house': 1, 'membershipStartDate': '2015-05-07T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4361/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4361', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4361', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4361/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4361/Contact', 'method': 'GET'}]}"
295,Edward Argar,4362,Conservative,"{'value': {'id': 4362, 'nameListAs': 'Argar, Edward', 'nameDisplayAs': 'Edward Argar', 'nameFullTitle': 'Rt Hon Edward Argar MP', 'nameAddressAs': 'Edward Argar', 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Charnwood', 'membershipFromId': 3401, 'house': 1, 'membershipStartDate': '2015-05-07T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4362/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4362', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4362', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4362/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4362/Contact', 'method': 'GET'}]}"
296,Kate Hollern,4363,Labour,"{'value': {'id': 4363, 'nameListAs': 'Hollern, Kate', 'nameDisplayAs': 'Kate Hollern', 'nameFullTitle': 'Kate Hollern MP', 'nameAddressAs': 'Kate Hollern', 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Blackburn', 'membershipFromId': 3335, 'house': 1, 'membershipStartDate': '2015-05-07T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4363/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4363', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4363', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4363/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4363/Contact', 'method': 'GET'}]}"
297,James Cleverly,4366,Conservative,"{'value': {'id': 4366, 'nameListAs': 'Cleverly, James', 'nameDisplayAs': 'James Cleverly', 'nameFullTitle': 'Rt Hon James Cleverly MP', 'nameAddressAs': None, 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Braintree', 'membershipFromId': 3356, 'house': 1, 'membershipStartDate': '2015-05-07T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4366/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4366', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4366', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4366/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4366/Contact', 'method': 'GET'}]}"
298,Neil Coyle,4368,Labour,"{'value': {'id': 4368, 'nameListAs': 'Coyle, Neil', 'nameDisplayAs': 'Neil Coyle', 'nameFullTitle': 'Neil Coyle MP', 'nameAddressAs': 'Neil Coyle', 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Bermondsey and Old Southwark', 'membershipFromId': 3318, 'house': 1, 'membershipStartDate': '2015-05-07T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2023-03-21T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4368/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4368', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4368', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4368/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4368/Contact', 'method': 'GET'}]}"
299,Tom Pursglove,4369,Conservative,"{'value': {'id': 4369, 'nameListAs': 'Pursglove, Tom', 'nameDisplayAs': 'Tom Pursglove', 'nameFullTitle': 'Tom Pursglove MP', 'nameAddressAs': 'Tom Pursglove', 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Corby', 'membershipFromId': 3426, 'house': 1, 'membershipStartDate': '2015-05-07T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4369/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4369', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4369', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4369/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4369/Contact', 'method': 'GET'}]}"
300,Jess Phillips,4370,Labour,"{'value': {'id': 4370, 'nameListAs': 'Phillips, Jess', 'nameDisplayAs': 'Jess Phillips', 'nameFullTitle': 'Jess Phillips MP', 'nameAddressAs': 'Jess Phillips', 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Birmingham, Yardley', 'membershipFromId': 3333, 'house': 1, 'membershipStartDate': '2015-05-07T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4370/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4370', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4370', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4370/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4370/Contact', 'method': 'GET'}]}"
301,Brendan O'Hara,4371,Scottish National Party,"{'value': {'id': 4371, 'nameListAs': ""O'Hara, Brendan"", 'nameDisplayAs': ""Brendan O'Hara"", 'nameFullTitle': ""Brendan O'Hara MP"", 'nameAddressAs': ""Brendan O'Hara"", 'latestParty': {'id': 29, 'name': 'Scottish National Party', 'abbreviation': 'SNP', 'backgroundColour': 'fcf28f', 'foregroundColour': '000000', 'isLordsMainParty': False, 'isLordsSpiritualParty': False, 'governmentType': None, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Argyll and Bute', 'membershipFromId': 67, 'house': 1, 'membershipStartDate': '2015-05-07T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4371/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4371', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4371', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4371/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4371/Contact', 'method': 'GET'}]}"
302,Amanda Solloway,4372,Conservative,"{'value': {'id': 4372, 'nameListAs': 'Solloway, Amanda', 'nameDisplayAs': 'Amanda Solloway', 'nameFullTitle': 'Amanda Solloway MP', 'nameAddressAs': None, 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Derby North', 'membershipFromId': 3442, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4372/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4372', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4372', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4372/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4372/Contact', 'method': 'GET'}]}"
303,Mickey Brady,4373,Sinn Féin,"{'value': {'id': 4373, 'nameListAs': 'Brady, Mickey', 'nameDisplayAs': 'Mickey Brady', 'nameFullTitle': 'Mickey Brady MP', 'nameAddressAs': 'Mr Brady', 'latestParty': {'id': 30, 'name': 'Sinn Féin', 'abbreviation': 'SF', 'backgroundColour': '99CC00', 'foregroundColour': 'FFFFFF', 'isLordsMainParty': False, 'isLordsSpiritualParty': False, 'governmentType': None, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Newry and Armagh', 'membershipFromId': 3631, 'house': 1, 'membershipStartDate': '2015-05-07T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4373/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4373', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4373', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4373/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4373/Contact', 'method': 'GET'}]}"
304,Martin Docherty-Hughes,4374,Scottish National Party,"{'value': {'id': 4374, 'nameListAs': 'Docherty-Hughes, Martin', 'nameDisplayAs': 'Martin Docherty-Hughes', 'nameFullTitle': 'Martin Docherty-Hughes MP', 'nameAddressAs': 'Martin Docherty-Hughes', 'latestParty': {'id': 29, 'name': 'Scottish National Party', 'abbreviation': 'SNP', 'backgroundColour': 'fcf28f', 'foregroundColour': '000000', 'isLordsMainParty': False, 'isLordsSpiritualParty': False, 'governmentType': None, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'West Dunbartonshire', 'membershipFromId': 3117, 'house': 1, 'membershipStartDate': '2015-05-07T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4374/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4374', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4374', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4374/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4374/Contact', 'method': 'GET'}]}"
305,Colleen Fletcher,4378,Labour,"{'value': {'id': 4378, 'nameListAs': 'Fletcher, Colleen', 'nameDisplayAs': 'Colleen Fletcher', 'nameFullTitle': 'Colleen Fletcher MP', 'nameAddressAs': 'Colleen Fletcher', 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Coventry North East', 'membershipFromId': 3427, 'house': 1, 'membershipStartDate': '2015-05-07T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4378/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4378', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4378', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4378/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4378/Contact', 'method': 'GET'}]}"
